position	fen	depth	wall_ms	grade_cpu_ms	grade_calls	nodes_evaluated	top_move	top_score	same_top_move	same_full_order	mean_abs_score_diff	reference_top2_gap	ladder_table	hash_probes	hash_probes_divergent	hash_probe_max_abs_cp	hash_probe_mean_abs_score_diff
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	14	13896	26510	50	50	h2h4	0.522809					14,14,14+floor10				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	ladder	10688	18105	50	50	h2h4	0.525118	true	true	0.003329	0.007323	14,14,14+floor10				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	14	13351	18673	50	50	c6b4	0.518302					14,14,14+floor10				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	ladder	7566	6287	50	50	c6b4	0.515441	true	true	0.002183	0.110205	14,14,14+floor10				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	14	9575	10152	50	50	d8h4	0.638730					14,14,14+floor10				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	ladder	6957	5035	50	50	d8h4	0.635914	true	true	0.012304	0.087228	14,14,14+floor10				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	14	8795	8913	50	50	d8h4	0.597437					14,14,14+floor10				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	ladder	5735	2725	50	50	d8h4	0.581899	true	true	0.011683	0.121346	14,14,14+floor10				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	14	13515	17830	50	50	f8d6	0.594226					14,14,14+floor10				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	ladder	9000	9509	50	50	f8d6	0.593793	true	true	0.002352	0.051750	14,14,14+floor10				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	14	8205	7213	50	50	b4f4	0.640986					14,14,14+floor10				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	ladder	5573	2301	50	50	b4f4	0.622152	true	true	0.015888	0.116439	14,14,14+floor10				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	14	5734	2580	50	50	e3d4	0.786355					14,14,14+floor10				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	ladder	4914	1577	50	50	e3d4	0.788392	true	true	0.002667	0.005771	14,14,14+floor10				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	14	6412	4208	50	50	e3f4	0.599312					14,14,14+floor10				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	ladder	5815	3188	50	50	e3f4	0.565997	true	false	0.004200	0.093006	14,14,14+floor10				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	14	7391	6301	50	50	g2f3	0.964559					14,14,14+floor10				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	ladder	4756	1394	50	50	g2f3	0.922905	true	true	0.037546	0.009582	14,14,14+floor10				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	14	7439	5265	50	50	e3e4	0.996591					14,14,14+floor10				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	ladder	5100	1989	50	50	e3e4	0.982372	true	false	0.023030	0.007834	14,14,14+floor10				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	14	7784	4347	50	50	d4c5	0.983068					14,14,14+floor10				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	ladder	8738	5297	50	50	d2e3	0.983847	false	false	0.001729	0.004579	14,14,14+floor10				
