position	fen	depth	wall_ms	grade_cpu_ms	grade_calls	nodes_evaluated	top_move	top_score	same_top_move	same_full_order	mean_abs_score_diff	reference_top2_gap	ladder_table	hash_probes	hash_probes_divergent	hash_probe_max_abs_cp	hash_probe_mean_abs_score_diff
fen44	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	8	4718	1189	50	50	f3g5	0.602447	true	false	0.007949	0.031655	14+floor14				
fen44	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	6	4369	329	50	50	f3g5	0.600483	true	false	0.007226	0.031655	14+floor14				
fen45	r1bqr1k1/bp3ppp/p1p2nn1/3pp3/P1B1P3/2PP2NP/1P3PPN/R1BQR1K1 w - - 0 14	14	20957	36855	50	50	c4b3	0.480144					14+floor14				
fen45	r1bqr1k1/bp3ppp/p1p2nn1/3pp3/P1B1P3/2PP2NP/1P3PPN/R1BQR1K1 w - - 0 14	12	10175	14095	50	50	c4b3	0.473968	true	true	0.004549	0.009963	14+floor14				
fen45	r1bqr1k1/bp3ppp/p1p2nn1/3pp3/P1B1P3/2PP2NP/1P3PPN/R1BQR1K1 w - - 0 14	10	6256	4786	50	50	c4b3	0.468769	true	true	0.008121	0.009963	14+floor14				
fen45	r1bqr1k1/bp3ppp/p1p2nn1/3pp3/P1B1P3/2PP2NP/1P3PPN/R1BQR1K1 w - - 0 14	8	4789	1271	50	50	c4b3	0.474390	true	true	0.008307	0.009963	14+floor14				
fen45	r1bqr1k1/bp3ppp/p1p2nn1/3pp3/P1B1P3/2PP2NP/1P3PPN/R1BQR1K1 w - - 0 14	6	4298	323	50	50	c4b3	0.474595	true	true	0.009891	0.009963	14+floor14				
fen46	r1bqr1k1/pp3ppp/2p2bn1/3p4/3P4/2NBPP2/PPQ1N1PP/R4RK1 w - - 0 13	14	13027	18295	50	50	c2d2	0.458603					14+floor14				
fen46	r1bqr1k1/pp3ppp/2p2bn1/3p4/3P4/2NBPP2/PPQ1N1PP/R4RK1 w - - 0 13	12	7681	6828	50	50	c2d2	0.457657	true	true	0.006152	0.052877	14+floor14				
fen46	r1bqr1k1/pp3ppp/2p2bn1/3p4/3P4/2NBPP2/PPQ1N1PP/R4RK1 w - - 0 13	10	5397	2371	50	50	c2d2	0.459623	true	false	0.004950	0.052877	14+floor14				
fen46	r1bqr1k1/pp3ppp/2p2bn1/3p4/3P4/2NBPP2/PPQ1N1PP/R4RK1 w - - 0 13	8	4526	669	50	50	c2d2	0.457925	true	false	0.007093	0.052877	14+floor14				
fen46	r1bqr1k1/pp3ppp/2p2bn1/3p4/3P4/2NBPP2/PPQ1N1PP/R4RK1 w - - 0 13	6	4262	250	50	50	c2d2	0.449551	true	false	0.011313	0.052877	14+floor14				
fen47	r1bq1rk1/pppnn1bp/3p4/3Pp1p1/2P1Pp2/2N2P2/PP2BBPP/R2QNRK1 w - - 0 13	14	14688	29210	50	50	b2b4	0.574774					14+floor14				
fen47	r1bq1rk1/pppnn1bp/3p4/3Pp1p1/2P1Pp2/2N2P2/PP2BBPP/R2QNRK1 w - - 0 13	12	8199	11484	50	50	b2b4	0.576464	true	true	0.003239	0.008633	14+floor14				
fen47	r1bq1rk1/pppnn1bp/3p4/3Pp1p1/2P1Pp2/2N2P2/PP2BBPP/R2QNRK1 w - - 0 13	10	5404	3561	50	50	b2b4	0.575804	true	false	0.008130	0.008633	14+floor14				
fen47	r1bq1rk1/pppnn1bp/3p4/3Pp1p1/2P1Pp2/2N2P2/PP2BBPP/R2QNRK1 w - - 0 13	8	4556	1075	50	50	b2b4	0.576940	true	false	0.006018	0.008633	14+floor14				
fen47	r1bq1rk1/pppnn1bp/3p4/3Pp1p1/2P1Pp2/2N2P2/PP2BBPP/R2QNRK1 w - - 0 13	6	4215	275	50	50	b2b4	0.572262	true	true	0.007824	0.008633	14+floor14				
fen48	2rq1rk1/1p1bppbp/p2p1np1/8/2P5/1PNQ2P1/PB2PPBP/R4RK1 w - - 2 13	14	13733	18858	50	50	g2b7	0.637477					14+floor14				
fen48	2rq1rk1/1p1bppbp/p2p1np1/8/2P5/1PNQ2P1/PB2PPBP/R4RK1 w - - 2 13	12	7906	7670	50	50	g2b7	0.640049	true	true	0.004308	0.098826	14+floor14				
fen48	2rq1rk1/1p1bppbp/p2p1np1/8/2P5/1PNQ2P1/PB2PPBP/R4RK1 w - - 2 13	10	5390	2351	50	50	g2b7	0.643246	true	false	0.012004	0.098826	14+floor14				
fen48	2rq1rk1/1p1bppbp/p2p1np1/8/2P5/1PNQ2P1/PB2PPBP/R4RK1 w - - 2 13	8	4501	651	50	50	g2b7	0.644621	true	false	0.013230	0.098826	14+floor14				
fen48	2rq1rk1/1p1bppbp/p2p1np1/8/2P5/1PNQ2P1/PB2PPBP/R4RK1 w - - 2 13	6	4264	199	50	50	g2b7	0.643054	true	false	0.015451	0.098826	14+floor14				
fen49	r1b1r1k1/ppq2ppp/2n2n2/2p1p3/3P4/P1PBPN2/2Q2PPP/R1B2RK1 w - - 2 13	14	13239	14581	50	50	e3e4	0.542612					14+floor14				
fen49	r1b1r1k1/ppq2ppp/2n2n2/2p1p3/3P4/P1PBPN2/2Q2PPP/R1B2RK1 w - - 2 13	12	7650	5389	50	50	e3e4	0.546453	true	false	0.007471	0.044955	14+floor14				
fen49	r1b1r1k1/ppq2ppp/2n2n2/2p1p3/3P4/P1PBPN2/2Q2PPP/R1B2RK1 w - - 2 13	10	5473	1955	50	50	e3e4	0.539185	true	false	0.006180	0.044955	14+floor14				
fen49	r1b1r1k1/ppq2ppp/2n2n2/2p1p3/3P4/P1PBPN2/2Q2PPP/R1B2RK1 w - - 2 13	8	4642	539	50	50	e3e4	0.544010	true	false	0.010596	0.044955	14+floor14				
fen49	r1b1r1k1/ppq2ppp/2n2n2/2p1p3/3P4/P1PBPN2/2Q2PPP/R1B2RK1 w - - 2 13	6	4402	161	50	50	e3e4	0.531749	true	false	0.012351	0.044955	14+floor14				
fen50	r3kb1r/1b1n1ppp/pq3n2/1ppp4/8/1BN1PN2/PP2QPPP/R1BR2K1 w kq - 0 12	14	12097	13396	50	50	b3d5	0.546705					14+floor14				
fen50	r3kb1r/1b1n1ppp/pq3n2/1ppp4/8/1BN1PN2/PP2QPPP/R1BR2K1 w kq - 0 12	12	7268	5147	50	50	b3d5	0.537521	true	false	0.006062	0.012611	14+floor14				
fen50	r3kb1r/1b1n1ppp/pq3n2/1ppp4/8/1BN1PN2/PP2QPPP/R1BR2K1 w kq - 0 12	10	5250	1732	50	50	b3d5	0.553356	true	true	0.008553	0.012611	14+floor14				
fen50	r3kb1r/1b1n1ppp/pq3n2/1ppp4/8/1BN1PN2/PP2QPPP/R1BR2K1 w kq - 0 12	8	4745	469	50	50	b3d5	0.572745	true	true	0.023978	0.012611	14+floor14				
fen50	r3kb1r/1b1n1ppp/pq3n2/1ppp4/8/1BN1PN2/PP2QPPP/R1BR2K1 w kq - 0 12	6	4478	122	50	50	e3e4	0.564694	false	false	0.022836	0.012611	14+floor14				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	14	14098	26558	50	50	h2h4	0.522809					14+floor14				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	12	8288	10480	50	50	c3e2	0.525687	false	false	0.004397	0.007323	14+floor14				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	10	5627	3389	50	50	h2h4	0.525651	true	true	0.005862	0.007323	14+floor14				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	8	4674	865	50	50	h2h4	0.528559	true	false	0.006776	0.007323	14+floor14				
fen54	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	6	4397	235	50	50	h2h4	0.538639	true	false	0.007860	0.007323	14+floor14				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	14	13545	18739	50	50	c6b4	0.518302					14+floor14				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	12	9208	8453	50	50	c6b4	0.516349	true	true	0.039969	0.110205	14+floor14				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	10	5504	2268	50	50	c6b4	0.497619	true	true	0.048862	0.110205	14+floor14				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	8	4575	475	50	50	c6b4	0.493399	true	true	0.055456	0.110205	14+floor14				
fen55	r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ - 3 8	6	4408	149	50	50	c6b4	0.483320	true	true	0.039560	0.110205	14+floor14				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	14	9490	9680	50	50	d8h4	0.638730					14+floor14				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	12	6591	3841	50	50	d6e5	0.648769	false	false	0.025029	0.087228	14+floor14				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	10	4968	1070	50	50	d8h4	0.634568	true	false	0.012301	0.087228	14+floor14				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	8	4506	327	50	50	d6e5	0.627580	false	false	0.028245	0.087228	14+floor14				
fen56	rnbqk2r/ppp2p1p/3b4/3PN2n/2BP1ppP/8/PPP3P1/RNBQ1RK1 b kq - 2 9	6	4413	142	50	50	d8h4	0.624629	true	false	0.028779	0.087228	14+floor14				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	14	8758	8554	50	50	d8h4	0.597437					14+floor14				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	12	6254	3341	50	50	d8h4	0.594299	true	true	0.004580	0.121346	14+floor14				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	10	4933	1048	50	50	d8h4	0.588020	true	true	0.011385	0.121346	14+floor14				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	8	4496	293	50	50	d8h4	0.573265	true	true	0.016065	0.121346	14+floor14				
fen57	r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq - 1 7	6	4368	108	50	50	d8h4	0.544603	true	true	0.027135	0.121346	14+floor14				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	14	13152	17062	50	50	f8d6	0.594226					14+floor14				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	12	7776	6846	50	50	f8d6	0.588447	true	true	0.006002	0.051750	14+floor14				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	10	5223	1977	50	50	f8d6	0.583452	true	true	0.004956	0.051750	14+floor14				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	8	4463	559	50	50	f8d6	0.594412	true	true	0.007420	0.051750	14+floor14				
fen58	r1bqkb1r/p4pp1/2p2n1p/n3N3/4p3/8/PPPPBPPP/RNBQK2R b KQkq - 1 10	6	4222	161	50	50	f8d6	0.582933	true	false	0.010091	0.051750	14+floor14				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	14	7986	6942	50	50	b4f4	0.640986					14+floor14				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	12	5696	2792	50	50	b4f4	0.630366	true	true	0.008463	0.116439	14+floor14				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	10	4734	1181	50	50	b4f4	0.620914	true	true	0.020209	0.116439	14+floor14				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	8	4204	300	50	50	b4f4	0.624067	true	true	0.022441	0.116439	14+floor14				
fen63	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	6	4131	128	50	50	b4f4	0.633700	true	true	0.019008	0.116439	14+floor14				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	14	5620	2527	50	50	e3d4	0.786355					14+floor14				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	12	4661	1064	50	50	e3d4	0.774926	true	true	0.009742	0.005771	14+floor14				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	10	4141	322	50	50	e3d4	0.762471	true	true	0.023654	0.005771	14+floor14				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	8	4036	104	50	50	e3e4	0.723001	false	false	0.063184	0.005771	14+floor14				
fen64	8/8/4k3/8/8/4K3/4P3/8 w - - 0 35	6	4004	66	50	50	e3d4	0.682412	true	true	0.102834	0.005771	14+floor14				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	14	6308	4063	50	50	e3f4	0.599312					14+floor14				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	12	5232	1955	50	50	e3f4	0.597743	true	false	0.001801	0.093006	14+floor14				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	10	4751	1005	50	50	e3f4	0.589630	true	false	0.002620	0.093006	14+floor14				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	8	4455	438	50	50	e3f4	0.556574	true	false	0.007042	0.093006	14+floor14				
fen65	4r3/8/4k3/8/8/4K3/4P3/4R3 w - - 0 32	6	4326	187	50	50	e3f4	0.565602	true	false	0.006533	0.093006	14+floor14				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	14	7334	6006	50	50	g2f3	0.964559					14+floor14				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	12	4671	966	50	50	f2f4	0.919060	false	false	0.041631	0.009582	14+floor14				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	10	4242	227	50	50	f2f4	0.884064	false	false	0.078587	0.009582	14+floor14				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	8	4191	117	50	50	f2f4	0.860965	false	false	0.098041	0.009582	14+floor14				
fen66	8/5p2/4k1p1/8/2N1P3/6P1/5PK1/8 w - - 0 38	6	4161	74	50	50	g2f3	0.855140	true	true	0.104611	0.009582	14+floor14				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	14	7398	5064	50	50	e3e4	0.996591					14+floor14				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	12	5068	1448	50	50	e3e4	0.966662	true	true	0.028882	0.007834	14+floor14				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	10	4391	412	50	50	e3e4	0.945453	true	false	0.056573	0.007834	14+floor14				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	8	4228	125	50	50	e3e4	0.902753	true	true	0.107381	0.007834	14+floor14				
fen67	8/3p4/4k3/1B6/8/4K3/3P4/8 w - - 0 40	6	4195	70	50	50	e3d4	0.846287	false	false	0.146112	0.007834	14+floor14				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	14	7762	4181	50	50	d4c5	0.983068					14+floor14				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	12	4795	887	50	50	d2a5	0.984616	false	false	0.004203	0.004579	14+floor14				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	10	4536	415	50	50	d2f4	0.979974	false	false	0.004163	0.004579	14+floor14				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	8	4398	169	50	50	d2f4	0.966432	false	false	0.015803	0.004579	14+floor14				
fen68	8/8/4k3/8/3K4/8/3Q4/8 w - - 0 45	6	4355	92	50	50	d2f4	0.968078	false	false	0.022177	0.004579	14+floor14				
