position	fen	depth	wall_ms	grade_cpu_ms	grade_calls	nodes_evaluated	top_move	top_score	same_top_move	same_full_order	mean_abs_score_diff	reference_top2_gap	ladder_table	hash_probes	hash_probes_divergent	hash_probe_max_abs_cp	hash_probe_mean_abs_score_diff	wdl_candidate_depth	wdl_elo	wdl_calls	maia_inferences	wdl_spread	es_sf	es_wdl
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl1	10158	12631	22	50	h2h4	0.561729	false	false	0.019112	0.021450	14,14,14+floor10					1	1900	28	47	0.066899	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl2	10147	12747	22	50	h2h4	0.561729	false	false	0.019112	0.021450	14,14,14+floor10					2	1900	28	47	0.066899	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl3	10116	12567	22	50	h2h4	0.561729	false	false	0.019112	0.021450	14,14,14+floor10					3	1900	28	47	0.066899	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl4	10914	13834	38	50	h2h4	0.565780	false	false	0.018995	0.021450	14,14,14+floor10					4	1900	12	47	0.067803	0.544070	0.554114
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	6339	3697	50	50	b4f4	0.655368					14,14,14+floor10						1100	0	49		0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	5844	2588	9	50	b4f4	0.699251	true	true	0.027391	0.133259	14,14,14+floor10					1	1100	41	49	0.166244	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	5837	2573	9	50	b4f4	0.699251	true	true	0.027391	0.133259	14,14,14+floor10					2	1100	41	49	0.166244	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	5881	2583	9	50	b4f4	0.699251	true	true	0.027391	0.133259	14,14,14+floor10					3	1100	41	49	0.166244	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	5999	3018	20	50	b4f4	0.698887	true	true	0.031840	0.133259	14,14,14+floor10					4	1100	30	49	0.156617	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	5807	2493	50	50	b4f4	0.622152					14,14,14+floor10						1500	0	49		0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	5487	1734	7	50	b4f4	0.717229	true	true	0.079901	0.084663	14,14,14+floor10					1	1500	43	49	0.244464	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	5341	1722	7	50	b4f4	0.717229	true	true	0.079901	0.084663	14,14,14+floor10					2	1500	43	49	0.244464	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	5386	1745	7	50	b4f4	0.717229	true	true	0.079901	0.084663	14,14,14+floor10					3	1500	43	49	0.244464	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	5252	1582	10	50	b4f4	0.717229	true	true	0.078449	0.084663	14,14,14+floor10					4	1500	40	49	0.241560	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	5281	1599	50	50	b4f4	0.585646					14,14,14+floor10						1900	0	49		0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	4708	1024	6	50	b4f4	0.656731	true	true	0.053672	0.083111	14,14,14+floor10					1	1900	44	47	0.190455	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	4724	1022	6	50	b4f4	0.656731	true	true	0.053672	0.083111	14,14,14+floor10					2	1900	44	47	0.190455	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	4715	1029	6	50	b4f4	0.656731	true	true	0.053672	0.083111	14,14,14+floor10					3	1900	44	47	0.190455	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	4706	1001	9	50	b4f4	0.656731	true	true	0.047032	0.083111	14,14,14+floor10					4	1900	41	47	0.177176	0.638080	0.809427
