position	fen	depth	wall_ms	grade_cpu_ms	grade_calls	nodes_evaluated	top_move	top_score	same_top_move	same_full_order	mean_abs_score_diff	reference_top2_gap	ladder_table	hash_probes	hash_probes_divergent	hash_probe_max_abs_cp	hash_probe_mean_abs_score_diff	wdl_candidate_depth	wdl_elo	wdl_calls	maia_inferences	wdl_spread	es_sf	es_wdl
middlegame	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	wdl-ref	14951	28019	50	50	f3g5	0.584549					14,14,14+floor10						1900	0	50		0.586568	0.519946
middlegame	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	wdl1	5202	718	1	50	f3g5	0.560945	true	false	0.012255	0.037588	14,14,14+floor10					1	1900	49	50	0.041596	0.586568	0.519946
middlegame	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	wdl2	7951	7039	11	50	f3g5	0.564288	true	false	0.012083	0.037588	14,14,14+floor10					2	1900	39	50	0.040868	0.586568	0.519946
middlegame	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	wdl3	14880	27954	50	50	f3g5	0.584549	true	true	0.000000	0.037588	14,14,14+floor10					3	1900	0	50	0.067309	0.586568	0.519946
middlegame	r2q1rk1/pp1nbppp/2p1bn2/3p4/3P1B2/2N1PN2/PPQ1BPPP/R4RK1 w - - 6 11	wdl4	14962	28064	50	50	f3g5	0.584549	true	true	0.000000	0.037588	14,14,14+floor10					4	1900	0	50	0.067309	0.586568	0.519946
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl-ref	14897	27868	50	50	h2h4	0.535487					14,14,14+floor10						1100	0	50		0.544070	0.570576
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl1	5021	666	1	50	h2h4	0.619913	true	true	0.047245	0.031222	14,14,14+floor10					1	1100	49	50	0.369517	0.544070	0.570576
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl2	7074	6419	8	50	h2h4	0.619784	true	true	0.051630	0.031222	14,14,14+floor10					2	1100	42	50	0.374621	0.544070	0.570576
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl3	14946	27493	31	50	h2h4	0.555854	true	true	0.007958	0.031222	14,14,14+floor10					3	1100	19	50	0.312335	0.544070	0.570576
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl4	14539	27317	45	50	h2h4	0.535487	true	true	0.000964	0.031222	14,14,14+floor10					4	1100	5	50	0.297236	0.544070	0.570576
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl-ref	10721	18309	50	50	h2h4	0.525118					14,14,14+floor10						1500	0	49		0.544070	0.575130
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl1	4743	521	1	50	h2h4	0.565971	true	true	0.030489	0.011294	14,14,14+floor10					1	1500	49	49	0.057549	0.544070	0.575130
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl2	6130	4340	6	50	h2h4	0.568173	true	true	0.035929	0.011294	14,14,14+floor10					2	1500	44	49	0.056340	0.544070	0.575130
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl3	10003	16817	25	50	h2h4	0.546791	true	true	0.009153	0.011294	14,14,14+floor10					3	1500	25	49	0.087902	0.544070	0.575130
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl4	10631	18218	49	50	h2h4	0.532196	true	true	0.001415	0.011294	14,14,14+floor10					4	1500	1	49	0.082798	0.544070	0.575130
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl-ref	10560	14100	50	50	c3e2	0.525809					14,14,14+floor10						1900	0	47		0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl1	4574	488	1	50	h2h4	0.585053	false	false	0.031602	0.021450	14,14,14+floor10					1	1900	49	47	0.084759	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl2	5542	3060	5	50	h2h4	0.585053	false	false	0.033211	0.021450	14,14,14+floor10					2	1900	45	47	0.081354	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl3	9621	12047	22	50	h2h4	0.561729	false	false	0.019112	0.021450	14,14,14+floor10					3	1900	28	47	0.066899	0.544070	0.554114
sharp	r1bq1r1k/pp1nbppp/2p1p3/3pP3/3P4/2NB1N2/PPPQ1PPP/R3K2R w KQ - 2 11	wdl4	10278	13369	38	50	h2h4	0.565780	false	false	0.018995	0.021450	14,14,14+floor10					4	1900	12	47	0.067803	0.544070	0.554114
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	6021	3554	50	50	b4f4	0.655368					14,14,14+floor10						1100	0	49		0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	4435	419	1	50	b4f4	0.708786	true	true	0.045028	0.133259	14,14,14+floor10					1	1100	49	49	0.150040	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	4787	887	3	50	b4f4	0.708786	true	true	0.045067	0.133259	14,14,14+floor10					2	1100	47	49	0.149961	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	5523	2445	9	50	b4f4	0.699251	true	true	0.027391	0.133259	14,14,14+floor10					3	1100	41	49	0.166244	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	5678	2875	20	50	b4f4	0.698887	true	true	0.031840	0.133259	14,14,14+floor10					4	1100	30	49	0.156617	0.638080	0.722036
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	5488	2372	50	50	b4f4	0.622152					14,14,14+floor10						1500	0	49		0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	4409	420	1	50	b4f4	0.717359	true	true	0.050314	0.084663	14,14,14+floor10					1	1500	49	49	0.185291	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	4707	760	3	50	b4f4	0.717359	true	true	0.050314	0.084663	14,14,14+floor10					2	1500	47	49	0.185291	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	5173	1625	7	50	b4f4	0.717229	true	true	0.079901	0.084663	14,14,14+floor10					3	1500	43	49	0.244464	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	5053	1517	10	50	b4f4	0.717229	true	true	0.078449	0.084663	14,14,14+floor10					4	1500	40	49	0.241560	0.638080	0.763107
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl-ref	5198	1569	50	50	b4f4	0.585646					14,14,14+floor10						1900	0	49		0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl1	4426	421	1	50	b4f4	0.657116	true	true	0.042456	0.083111	14,14,14+floor10					1	1900	49	49	0.141139	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl2	4587	670	3	50	b4f4	0.657116	true	true	0.042456	0.083111	14,14,14+floor10					2	1900	47	49	0.141139	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl3	4712	1025	6	50	b4f4	0.656731	true	true	0.053672	0.083111	14,14,14+floor10					3	1900	44	47	0.190455	0.638080	0.809427
endgame	8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1	wdl4	4705	1012	9	50	b4f4	0.656731	true	true	0.047032	0.083111	14,14,14+floor10					4	1900	41	47	0.177176	0.638080	0.809427
