pass	bot_elo	bot_blend	anchor	result	reason	plies	game_index	bot_is_white	opening	seed	git_sha	bot_eval_count	cp_loss_sum	blunder_count	sf_comparable	sf_agree	maia_comparable	maia_agree	elapsed_ms	mean_move_ms
measure	1500	0.5	maia1500	win	adjudicated_eval	82	71	0	Four Knights Game	1	b59f3b2b	41	1301.00	0	41	14	41	17	116875	2845.4922388536265
measure	1500	0.5	maia1500	win	checkmate	22	72	1	Vienna Game	1	b59f3b2b	10	271.00	0	11	4	11	4	56341	5109.380097091198
measure	1500	0.5	maia1500	win	checkmate	37	73	0	King's Gambit	1	b59f3b2b	17	416.00	0	18	6	19	6	61466	3230.7142275263996
measure	1500	0.5	maia1500	loss	checkmate	104	74	1	Sicilian Defense, Open	1	b59f3b2b	51	1703.00	1	51	26	52	20	206274	3963.2759447884746
measure	1500	0.5	maia1500	win	adjudicated_eval	37	75	0	Sicilian Defense, Najdorf	1	b59f3b2b	18	355.00	0	18	7	18	6	77835	4318.244592333316
measure	1500	0.5	maia1500	draw	ply_cap_draw	120	76	1	Sicilian Defense, Dragon	1	b59f3b2b	59	1729.00	0	59	25	60	25	216144	3599.3855005666924
measure	1500	0.5	maia1500	win	ply_cap_decisive	120	77	0	French Defense	1	b59f3b2b	60	1367.00	0	60	23	60	21	201318	3350.2565024501023
measure	1500	0.5	maia1500	win	checkmate	58	78	1	French Defense, Advance	1	b59f3b2b	28	859.00	0	29	18	29	16	84095	2893.4596316894067
measure	1500	0.5	maia1500	win	adjudicated_eval	44	79	0	Caro-Kann Defense	1	b59f3b2b	22	1122.00	0	22	10	22	7	68903	3124.4635594543915
measure	1500	0.5	sf3	win	checkmate	38	80	1	Caro-Kann Defense, Advance	1	b59f3b2b	18	671.00	0	19	6	19	8	141741	6512.470820000003
measure	1500	0.5	sf3	win	adjudicated_eval	40	81	0	Scandinavian Defense	1	b59f3b2b	20	428.00	0	20	10	20	3	95878	3793.922859400045
measure	1500	0.5	sf3	win	adjudicated_eval	67	82	1	Pirc Defense	1	b59f3b2b	33	646.00	1	33	14	34	10	176236	4212.632579558857
measure	1500	0.5	sf3	win	adjudicated_eval	120	83	0	Modern Defense	1	b59f3b2b	60	2729.00	4	60	26	60	21	219747	2662.339771883345
measure	1500	0.5	sf3	win	adjudicated_eval	117	84	1	Alekhine Defense	1	b59f3b2b	58	3234.00	2	58	19	59	17	308559	4246.647678101815
measure	1500	0.5	sf3	loss	checkmate	77	85	0	Queen's Gambit Declined	1	b59f3b2b	38	2369.00	1	38	17	38	11	200824	4258.3419551316065
measure	1500	0.5	sf3	win	adjudicated_eval	41	86	1	Queen's Gambit Accepted	1	b59f3b2b	20	469.00	0	20	9	21	6	136229	5534.628051047435
measure	1500	0.5	sf3	win	adjudicated_eval	80	87	0	Slav Defense	1	b59f3b2b	40	1528.00	0	40	12	40	11	217640	4440.907761849836
measure	1500	0.5	sf3	win	adjudicated_eval	35	88	1	King's Indian Defense	1	b59f3b2b	17	398.00	0	17	10	18	6	85475	3804.1034686669914
measure	1500	0.5	sf3	win	adjudicated_eval	30	89	0	Nimzo-Indian Defense	1	b59f3b2b	15	178.00	0	15	4	15	8	51141	2409.2885981336235
measure	1500	0.5	sf3	win	adjudicated_eval	60	90	1	Gruenfeld Defense	1	b59f3b2b	29	609.00	0	29	13	30	12	139905	3663.411907766759
measure	1500	0.5	sf3	win	adjudicated_eval	117	91	0	Queen's Indian Defense	1	b59f3b2b	58	2550.00	3	58	26	58	22	221185	2796.194964672535
measure	1500	0.5	sf3	win	checkmate	51	92	1	Bogo-Indian Defense	1	b59f3b2b	24	390.00	0	25	15	26	12	106128	3158.3854509613548
measure	1500	0.5	sf3	win	adjudicated_eval	68	93	0	Dutch Defense	1	b59f3b2b	34	1329.00	0	34	10	34	17	145225	3271.3449409116497
measure	1500	0.5	sf3	win	adjudicated_eval	62	94	1	Benoni Defense	1	b59f3b2b	30	2050.00	2	30	13	31	13	121667	2924.7697187740837
measure	1500	0.5	sf3	win	adjudicated_eval	73	95	0	English Opening	1	b59f3b2b	36	1709.00	1	36	14	36	11	154789	3271.8750432777324
